City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country,Date
259,Bosaso,11.2842,49.1816,74.64,64,3,4.23,clear sky,SO,2021-12-04 20:18:24
260,Cidreira,-30.1811,-50.2056,71.38,77,100,18.28,overcast clouds,BR,2021-12-04 20:08:57
261,Inhambane,-23.865,35.3833,77.7,90,0,13.13,clear sky,MZ,2021-12-04 20:18:24
262,Yemtsa,63.0734,40.3329,0.73,89,89,10.11,overcast clouds,RU,2021-12-04 20:18:25
263,Alice Springs,-23.7,133.8833,72.95,31,47,9.22,scattered clouds,AU,2021-12-04 20:18:25
264,Lac Du Bonnet,50.2536,-96.0612,14.34,76,16,4.9,few clouds,CA,2021-12-04 20:18:25
265,Kangaatsiaq,68.3065,-53.4641,38.77,69,100,29.17,overcast clouds,GL,2021-12-04 20:18:25
266,Santa Maria Del Oro,25.9333,-105.3667,73.24,19,82,3.65,broken clouds,MX,2021-12-04 20:18:26
267,Trujillo,-8.116,-79.03,66.16,82,98,8.05,overcast clouds,PE,2021-12-04 20:18:26
268,Fortuna,40.5982,-124.1573,51.66,97,90,0.0,overcast clouds,US,2021-12-04 20:18:26
269,Linhares,-19.3911,-40.0722,76.5,74,17,8.08,few clouds,BR,2021-12-04 20:18:27
270,Mayo,38.8876,-76.5119,61.41,53,6,1.01,clear sky,US,2021-12-04 20:18:27
271,Belaya Gora,68.5333,146.4167,-42.27,100,69,0.51,broken clouds,RU,2021-12-04 20:18:27
272,Antofagasta,-23.65,-70.4,72.21,56,15,10.16,few clouds,CL,2021-12-04 20:16:03
273,Tezu,27.9167,96.1667,64.35,55,82,3.6,broken clouds,IN,2021-12-04 20:17:20
274,Alekseyevsk,57.8406,108.3492,24.33,86,100,13.22,overcast clouds,RU,2021-12-04 20:18:28
275,Carnarvon,-24.8667,113.6333,71.67,83,0,5.75,clear sky,AU,2021-12-04 20:18:28
276,Maksi,23.2667,76.15,65.59,54,33,5.32,scattered clouds,IN,2021-12-04 20:18:28
277,Komsomolskiy,40.4272,71.7189,38.62,75,100,4.61,mist,UZ,2021-12-04 20:18:18
278,Henties Bay,-22.116,14.2845,62.85,87,0,8.93,clear sky,NA,2021-12-04 20:19:28
279,Constitucion,-35.3333,-72.4167,68.09,55,5,16.13,clear sky,CL,2021-12-04 20:15:15
280,Camiri,-20.05,-63.5167,72.7,93,100,3.18,overcast clouds,BO,2021-12-04 20:19:29
281,Kolosovka,56.4678,73.611,27.91,94,100,14.43,overcast clouds,RU,2021-12-04 20:19:29
282,Soyo,-6.1349,12.3689,78.67,87,100,8.66,overcast clouds,AO,2021-12-04 20:19:29
283,Waipawa,-41.4122,175.5153,65.03,64,92,11.21,overcast clouds,NZ,2021-12-04 20:16:50
284,Fredericksburg,38.3032,-77.4605,61.41,44,1,0.0,clear sky,US,2021-12-04 20:15:30
285,Dicabisagan,17.0818,122.4157,71.42,85,100,9.66,overcast clouds,PH,2021-12-04 20:19:30
286,Port-Gentil,-0.7193,8.7815,80.67,84,100,13.15,overcast clouds,GA,2021-12-04 20:19:30
287,Kavieng,-2.5744,150.7967,82.08,81,100,13.44,moderate rain,PG,2021-12-04 20:19:30
288,Santa Lucia,27.9117,-15.5407,60.12,52,20,11.5,few clouds,ES,2021-12-04 20:19:31
289,Krasnoselkup,65.7,82.4667,-15.14,97,100,4.79,overcast clouds,RU,2021-12-04 20:19:31
290,Bluefield,37.2698,-81.2223,59.04,82,90,3.0,overcast clouds,US,2021-12-04 20:19:31
291,Tessalit,20.1986,1.0114,70.02,16,35,10.63,scattered clouds,ML,2021-12-04 20:19:31
292,Opuwo,-18.0607,13.84,71.87,25,14,7.02,few clouds,NA,2021-12-04 20:17:56
293,La Ronge,55.1001,-105.2842,-0.15,65,75,2.3,broken clouds,CA,2021-12-04 20:19:32
294,Constantine,36.365,6.6147,45.81,65,0,9.22,clear sky,DZ,2021-12-04 20:19:32
295,Huarmey,-10.0681,-78.1522,71.28,77,100,10.27,overcast clouds,PE,2021-12-04 20:19:32
296,Jiazi,22.8779,116.067,56.61,73,9,13.94,clear sky,CN,2021-12-04 20:19:33
297,Gravdal,68.1214,13.5031,26.49,50,40,13.8,scattered clouds,NO,2021-12-04 20:19:33
298,Naze,28.3667,129.4833,56.89,64,99,12.08,overcast clouds,JP,2021-12-04 20:19:12
299,Beloha,-25.1667,45.05,75.58,73,0,4.97,clear sky,MG,2021-12-04 20:19:06
300,Eureka,40.8021,-124.1637,51.93,95,30,1.01,scattered clouds,US,2021-12-04 20:19:33
301,Seoul,37.5683,126.9778,29.64,80,0,4.61,clear sky,KR,2021-12-04 20:19:33
302,Portland,45.5234,-122.6762,52.29,89,90,3.0,overcast clouds,US,2021-12-04 20:19:34
303,Mnogovershinnyy,53.9353,139.9242,-11.2,92,75,5.64,broken clouds,RU,2021-12-04 20:19:34
304,Otradnoye,59.7775,30.8181,15.19,93,100,5.95,overcast clouds,RU,2021-12-04 20:15:51
305,Nocupetaro,19.05,-101.15,88.81,27,10,4.09,clear sky,MX,2021-12-04 20:19:34
306,Srednekolymsk,67.45,153.6833,-40.43,100,54,2.75,broken clouds,RU,2021-12-04 20:19:35
307,Zalantun,48.0,122.7167,12.99,90,14,3.0,few clouds,CN,2021-12-04 20:19:35
308,Filingue,14.3521,3.3168,81.46,11,2,8.08,clear sky,NE,2021-12-04 20:19:35
309,Lagoa,39.05,-27.9833,63.64,84,100,12.37,overcast clouds,PT,2021-12-04 20:15:12
310,Ugoofaaru,5.6667,73.0,82.2,76,5,10.74,clear sky,MV,2021-12-04 20:19:35
311,Nautla,20.2167,-96.7833,78.31,73,18,6.24,few clouds,MX,2021-12-04 20:19:36
312,Kushmurun,52.4503,64.6311,29.73,94,100,12.46,overcast clouds,KZ,2021-12-04 20:19:36
313,Kajaani,64.2273,27.7285,-3.95,77,0,3.44,clear sky,FI,2021-12-04 20:19:36
314,Zhuhai,22.2769,113.5678,65.05,72,0,11.5,clear sky,CN,2021-12-04 20:19:37
315,Tagusao,9.1924,117.8141,78.55,83,98,3.49,overcast clouds,PH,2021-12-04 20:19:37
316,Gao,16.6362,1.637,76.95,12,4,11.39,clear sky,ML,2021-12-04 20:16:44
317,Tunoshna,57.5459,40.1254,19.38,79,90,8.95,overcast clouds,RU,2021-12-04 20:19:37
318,Mitsamiouli,-11.3847,43.2844,81.36,75,72,9.8,broken clouds,KM,2021-12-04 20:19:37
319,Zenzeli,45.9241,47.0474,43.29,93,84,11.41,broken clouds,RU,2021-12-04 20:19:38
320,Catumbela,-12.4314,13.5472,76.78,84,98,3.85,overcast clouds,AO,2021-12-04 20:19:38
321,Sayyan,15.1718,44.3244,47.66,32,0,4.03,clear sky,YE,2021-12-04 20:19:38
322,Lorengau,-2.0226,147.2712,83.59,79,100,17.81,overcast clouds,PG,2021-12-04 20:11:01
323,Turukhansk,65.8167,87.9833,-34.96,100,99,4.59,overcast clouds,RU,2021-12-04 20:19:39
324,Cotacachi,0.3,-78.2667,71.15,87,97,4.14,light rain,EC,2021-12-04 20:20:39
325,San Quintin,30.4833,-115.95,64.94,72,2,15.79,clear sky,MX,2021-12-04 20:20:39
326,Asmara,15.3333,38.9333,54.14,74,0,2.75,clear sky,ER,2021-12-04 20:20:39
327,Waingapu,-9.6567,120.2641,80.91,76,100,7.52,light rain,ID,2021-12-04 20:20:40
328,Bowen,-20.0167,148.2333,75.09,82,0,7.45,clear sky,AU,2021-12-04 20:20:40
329,Pangody,65.85,74.4859,-24.32,100,89,6.2,overcast clouds,RU,2021-12-04 20:20:40
330,Lodwar,3.1191,35.5973,83.37,49,7,19.04,clear sky,KE,2021-12-04 20:20:40
331,Karratha,-20.7377,116.8463,86.0,30,8,13.8,clear sky,AU,2021-12-04 20:20:41
332,Lompoc,34.6391,-120.4579,63.12,71,90,9.22,overcast clouds,US,2021-12-04 20:19:33
333,Lahaina,20.8783,-156.6825,73.4,52,100,5.53,overcast clouds,US,2021-12-04 20:20:41
334,Lillooet,50.6856,-121.942,36.32,76,100,3.04,overcast clouds,CA,2021-12-04 20:20:41
335,High Level,58.5169,-117.136,-11.09,77,90,11.5,overcast clouds,CA,2021-12-04 20:20:41
336,Talnakh,69.4865,88.3972,-30.8,99,100,1.68,overcast clouds,RU,2021-12-04 20:20:42
337,Katangli,51.7102,143.2326,-7.74,99,78,8.68,broken clouds,RU,2021-12-04 20:20:42
338,Zyryanka,65.75,150.85,-38.78,99,33,5.64,scattered clouds,RU,2021-12-04 20:20:42
339,Klaksvik,62.2266,-6.589,36.52,55,100,18.92,overcast clouds,FO,2021-12-04 20:20:43
340,Shahr-E Kord,32.3256,50.8644,41.14,31,11,3.8,few clouds,IR,2021-12-04 20:20:43
341,Buluang,13.3068,123.3425,71.29,89,59,5.93,broken clouds,PH,2021-12-04 20:20:43
342,Nantucket,41.2835,-70.0995,42.94,64,88,9.69,overcast clouds,US,2021-12-04 20:20:43
343,Tautira,-17.7333,-149.15,86.02,71,67,12.71,broken clouds,PF,2021-12-04 20:10:29
344,Itape,-25.85,-56.6167,98.47,20,15,4.68,few clouds,PY,2021-12-04 20:20:44
345,Cascais,38.6979,-9.4215,55.47,71,0,1.01,clear sky,PT,2021-12-04 20:20:44
346,La Huacana,18.9667,-101.8167,85.84,39,5,4.9,clear sky,MX,2021-12-04 20:20:44
347,Kalmunai,7.4167,81.8167,78.06,85,1,2.62,clear sky,LK,2021-12-04 20:20:45
348,Ejea De Los Caballeros,42.1263,-1.1372,50.74,74,39,15.5,scattered clouds,ES,2021-12-04 20:20:45
349,North Bend,43.4065,-124.2243,52.86,91,90,8.05,overcast clouds,US,2021-12-04 20:20:45
350,Umm Lajj,25.0213,37.2685,76.64,55,0,2.44,clear sky,SA,2021-12-04 20:20:46
351,Hami,42.8,93.45,26.6,56,68,2.1,broken clouds,CN,2021-12-04 20:20:46
352,Dunedin,-45.8742,170.5036,63.7,73,100,8.16,overcast clouds,NZ,2021-12-04 20:20:46
353,Narsaq,60.9167,-46.05,46.62,72,100,11.99,overcast clouds,GL,2021-12-04 20:20:46
354,Mezen,65.8522,44.24,-1.21,91,7,6.22,clear sky,RU,2021-12-04 20:20:47
355,Lincoln,40.8,-96.667,48.0,56,1,7.0,clear sky,US,2021-12-04 20:20:37
356,Sorong,-0.8833,131.25,80.56,79,63,6.53,broken clouds,ID,2021-12-04 20:20:47
357,Kabarnet,0.4919,35.743,58.55,81,59,3.44,broken clouds,KE,2021-12-04 20:20:47
358,Pedasi,7.5333,-80.0333,85.06,77,99,10.27,overcast clouds,PA,2021-12-04 20:20:47
359,Hualmay,-11.0964,-77.6139,70.84,76,94,8.95,overcast clouds,PE,2021-12-04 20:20:37
360,Kemijarvi,66.7131,27.4306,-0.09,99,11,2.35,few clouds,FI,2021-12-04 20:20:48
361,Ravenna,44.4167,11.9833,50.9,93,100,1.83,overcast clouds,IT,2021-12-04 20:20:48
362,Altay,47.8667,88.1167,20.84,58,4,7.78,clear sky,CN,2021-12-04 20:20:49
363,Oistins,13.0667,-59.5333,80.78,74,97,16.71,overcast clouds,BB,2021-12-04 20:20:49
364,Mount Gambier,-37.8333,140.7667,40.91,93,0,0.0,mist,AU,2021-12-04 20:20:49
365,Stepnoye,51.4,46.8667,33.89,99,100,4.38,moderate rain,RU,2021-12-04 20:20:49
366,Mayumba,-3.432,10.6554,78.06,91,99,7.02,overcast clouds,GA,2021-12-04 20:20:50
367,Saint-Max,48.7043,6.21,42.82,81,75,10.36,broken clouds,FR,2021-12-04 20:20:50
368,Mayahi,13.9553,7.6712,75.42,15,42,10.94,scattered clouds,NE,2021-12-04 20:20:50
369,Zabol,32.25,67.25,40.41,76,68,2.93,broken clouds,AF,2021-12-04 20:20:50
370,Etchoropo,26.7667,-109.6667,87.42,24,99,9.78,overcast clouds,MX,2021-12-04 20:20:51
371,Forest Grove,45.5198,-123.1107,51.94,89,90,3.0,mist,US,2021-12-04 20:21:51
372,Rakitnoye,50.8389,35.8515,26.85,84,14,3.96,few clouds,RU,2021-12-04 20:21:51
373,Dalmeny,52.3334,-106.7679,20.91,86,90,4.61,overcast clouds,CA,2021-12-04 20:21:51
374,Bagotville,-28.9833,153.4167,68.02,93,97,12.37,overcast clouds,AU,2021-12-04 20:21:52
375,Lesnoy,57.6198,63.0784,35.22,83,100,14.16,overcast clouds,RU,2021-12-04 20:21:52
376,Valparaiso,-33.0393,-71.6273,86.23,49,0,5.75,clear sky,CL,2021-12-04 20:21:52
377,San Policarpo,12.1791,125.5072,77.81,81,81,20.31,broken clouds,PH,2021-12-04 20:20:24
378,Kalaleh,37.3807,55.4916,50.02,46,0,5.14,clear sky,IR,2021-12-04 20:21:53
379,Sao Joao Da Barra,-21.6403,-41.0511,78.89,75,23,9.64,few clouds,BR,2021-12-04 20:21:53
380,Matay,28.419,30.7792,63.99,37,28,9.01,scattered clouds,EG,2021-12-04 20:21:53
381,Los Llanos De Aridane,28.6585,-17.9182,64.15,59,20,10.0,few clouds,ES,2021-12-04 20:21:54
382,Bubaque,11.2833,-15.8333,81.61,74,24,14.05,few clouds,GW,2021-12-04 20:21:54
383,Mandera,3.9366,41.867,85.06,38,22,7.23,few clouds,KE,2021-12-04 20:21:54
384,Kapit,2.0167,112.9333,73.45,99,76,0.89,broken clouds,MY,2021-12-04 20:21:54
385,Ilebo,-4.3167,20.5833,71.2,99,100,1.63,light rain,CD,2021-12-04 20:21:55
386,Calama,-22.4667,-68.9333,79.29,9,0,24.16,clear sky,CL,2021-12-04 20:21:55
387,Ganzhou,28.8184,115.4327,48.18,54,10,3.74,clear sky,CN,2021-12-04 20:21:55
388,Manta,-0.95,-80.7333,80.38,74,75,12.66,broken clouds,EC,2021-12-04 20:21:56
389,Karak,31.1667,35.75,48.92,29,100,2.33,overcast clouds,JO,2021-12-04 20:21:56
390,Baghdad,33.3406,44.4009,49.91,50,0,5.75,clear sky,IQ,2021-12-04 20:21:56
391,Morrovalle,43.3165,13.5885,51.42,70,100,6.71,overcast clouds,IT,2021-12-04 20:21:56
392,Namatanai,-3.6667,152.4333,80.64,82,65,4.52,light rain,PG,2021-12-04 20:21:57
393,Leiyang,26.4024,112.8591,48.4,70,0,0.92,clear sky,CN,2021-12-04 20:21:57
394,Mujiayingzi,42.1167,118.7833,29.44,40,0,8.05,clear sky,CN,2021-12-04 20:21:57
395,Salinopolis,-0.6136,-47.3561,82.13,78,100,10.71,overcast clouds,BR,2021-12-04 20:21:58
396,Kosh-Agach,50.0,88.6667,5.77,93,35,4.9,scattered clouds,RU,2021-12-04 20:21:58
397,Oussouye,12.485,-16.5469,78.98,62,99,5.84,overcast clouds,SN,2021-12-04 20:21:58
398,El Alto,-4.2714,-81.2147,74.86,71,100,15.99,overcast clouds,PE,2021-12-04 20:21:58
399,Oytal,42.9057,73.2697,44.91,62,47,2.48,scattered clouds,KZ,2021-12-04 20:21:59
400,Plettenberg Bay,-34.0527,23.3716,62.22,94,100,20.2,light rain,ZA,2021-12-04 20:21:59
401,Laguna,38.421,-121.4238,73.63,97,90,5.75,mist,US,2021-12-04 20:21:59
402,Kruisfontein,-34.0033,24.7314,59.88,95,100,18.19,light rain,ZA,2021-12-04 20:21:59
403,Aasiaat,68.7098,-52.8699,37.98,51,100,41.34,overcast clouds,GL,2021-12-04 20:22:00
404,Myitkyina,25.3833,97.4,63.61,78,100,2.1,overcast clouds,MM,2021-12-04 20:22:00
405,Davila,18.4726,120.5763,73.04,78,81,23.89,broken clouds,PH,2021-12-04 20:22:00
406,Sao Joao,-8.8756,-36.3667,76.77,64,53,14.32,light rain,BR,2021-12-04 20:22:01
407,Nampa,43.5407,-116.5635,56.84,36,97,5.17,overcast clouds,US,2021-12-04 20:22:01
408,Kupang,-10.1667,123.5833,79.23,82,100,2.62,overcast clouds,ID,2021-12-04 20:22:01
409,Benguela,-12.5763,13.4055,77.16,80,94,3.83,overcast clouds,AO,2021-12-04 20:22:02
410,Carson City,39.1638,-119.7674,65.1,37,1,3.0,clear sky,US,2021-12-04 20:19:20
411,Kungurtug,50.5994,97.5228,8.55,94,100,1.97,overcast clouds,RU,2021-12-04 20:22:02
412,Aksu,41.1231,80.2644,27.97,44,100,1.07,overcast clouds,CN,2021-12-04 20:18:02
413,Veraval,20.9,70.3667,75.7,69,10,1.45,clear sky,IN,2021-12-04 20:22:03
414,Bintulu,3.1667,113.0333,75.61,100,40,0.0,scattered clouds,MY,2021-12-04 20:22:03
415,Matias Romero,16.8833,-95.0333,80.42,63,42,13.8,scattered clouds,MX,2021-12-04 20:22:03
416,Kosino,58.4127,51.2782,24.49,87,99,10.89,light snow,RU,2021-12-04 20:22:03
417,Morehead,37.2711,-87.1764,62.15,41,1,1.99,clear sky,US,2021-12-04 20:20:43
418,Alofi,-19.0595,-169.9187,80.49,83,40,4.61,scattered clouds,NU,2021-12-04 20:22:04
419,Sibolga,1.7427,98.7792,77.59,90,100,1.88,overcast clouds,ID,2021-12-04 20:20:38
420,Juruti,-2.1522,-56.0922,84.18,72,71,3.51,broken clouds,BR,2021-12-04 20:23:04
421,San Cristobal,7.7669,-72.225,78.98,41,80,5.77,broken clouds,VE,2021-12-04 20:23:04
422,Porto Santo,33.072,-16.3415,66.11,63,75,13.8,broken clouds,PT,2021-12-04 20:23:05
423,Bandarbeyla,9.4942,50.8122,77.11,67,28,18.92,scattered clouds,SO,2021-12-04 20:19:12
424,Le Port,-20.9373,55.2919,78.76,82,24,5.37,few clouds,RE,2021-12-04 20:23:05
425,Cairns,-16.9167,145.7667,78.06,84,68,6.91,broken clouds,AU,2021-12-04 20:23:05
426,Imbituba,-28.24,-48.6703,75.81,74,100,15.39,overcast clouds,BR,2021-12-04 20:23:06
427,Usinsk,65.9939,57.5281,-12.23,87,51,14.41,broken clouds,RU,2021-12-04 20:23:06
428,Matagami,49.7502,-77.6328,5.11,78,75,3.44,broken clouds,CA,2021-12-04 20:23:06
429,Chicama,-7.8447,-79.1469,64.94,64,99,10.25,overcast clouds,PE,2021-12-04 20:23:06
430,Flin Flon,54.7682,-101.865,6.64,66,20,6.91,few clouds,CA,2021-12-04 20:23:07
431,Pontes E Lacerda,-15.2261,-59.3353,84.27,83,100,1.54,overcast clouds,BR,2021-12-04 20:23:07
432,Codrington,-38.2667,141.9667,44.96,82,15,5.21,few clouds,AU,2021-12-04 20:23:07
433,Muros,42.7762,-9.0603,53.24,92,100,13.13,overcast clouds,ES,2021-12-04 20:20:36
434,Gizo,-8.103,156.8419,81.95,79,85,6.38,moderate rain,SB,2021-12-04 20:23:08
435,Bani Walid,31.7566,13.9942,51.62,62,0,10.22,clear sky,LY,2021-12-04 20:23:08
436,Lavrentiya,65.5833,-171.0,3.29,91,16,7.47,few clouds,RU,2021-12-04 20:23:08
437,Homer,59.6425,-151.5483,19.04,86,90,4.61,overcast clouds,US,2021-12-04 20:23:08
438,Flinders,-34.5833,150.8552,62.19,83,99,10.78,overcast clouds,AU,2021-12-04 20:23:09
439,Fukue,32.6881,128.8419,54.59,56,100,3.69,overcast clouds,JP,2021-12-04 20:23:09
440,Udachnyy,66.4167,112.4,-17.55,68,98,14.94,overcast clouds,RU,2021-12-04 20:23:09
441,Pevek,69.7008,170.3133,-14.53,98,100,8.93,overcast clouds,RU,2021-12-04 20:23:10
442,Tuatapere,-46.1333,167.6833,54.82,97,100,8.5,light rain,NZ,2021-12-04 20:23:10
443,Santa Cruz,-17.8,-63.1667,92.66,55,20,6.91,few clouds,BO,2021-12-04 20:21:33
444,Yaan,7.3833,8.5667,84.02,27,76,2.75,broken clouds,NG,2021-12-04 20:23:10
445,Merauke,-8.4667,140.3333,79.27,87,100,6.49,overcast clouds,ID,2021-12-04 20:23:10
446,Gdynia,54.5189,18.5319,37.04,88,90,8.05,overcast clouds,PL,2021-12-04 20:23:11
447,Champerico,14.3,-91.9167,95.54,60,0,7.43,clear sky,GT,2021-12-04 20:23:11
448,Hamilton,39.1834,-84.5333,55.08,43,1,1.99,clear sky,US,2021-12-04 20:23:11
449,Hastings,50.8552,0.5729,42.71,73,58,22.44,broken clouds,GB,2021-12-04 20:23:11
450,Bagn,60.8225,9.5521,15.33,98,100,1.74,overcast clouds,NO,2021-12-04 20:23:12
451,Kasongo-Lunda,-6.4667,16.8167,71.31,97,99,1.36,overcast clouds,CD,2021-12-04 20:23:12
452,Itarema,-2.9248,-39.9167,82.99,70,76,15.66,broken clouds,BR,2021-12-04 20:23:01
453,Shirokiy,49.758,129.523,-2.65,98,71,6.49,broken clouds,RU,2021-12-04 20:23:12
454,Fairbanks,64.8378,-147.7164,-31.99,62,1,0.0,haze,US,2021-12-04 20:23:13
455,Baruun-Urt,46.6806,113.2792,21.67,44,84,14.99,broken clouds,MN,2021-12-04 20:23:13
456,Poum,-20.2333,164.0167,79.86,75,7,11.99,clear sky,NC,2021-12-04 20:23:13
457,Verkhnyaya Inta,65.9811,60.3094,-14.8,89,60,9.44,broken clouds,RU,2021-12-04 20:23:13
458,Crotone,39.0851,17.1178,48.92,67,1,1.39,clear sky,IT,2021-12-04 20:23:14
459,Dolores,-36.3132,-57.6792,67.73,66,98,7.74,overcast clouds,AR,2021-12-04 20:19:47
460,Santo Tomas,14.1079,121.1414,72.57,82,73,10.4,broken clouds,PH,2021-12-04 20:23:14
461,Kenora,49.8167,-94.4337,17.58,57,20,8.05,few clouds,CA,2021-12-04 20:23:14
462,Chunhuhub,19.55,-88.6833,87.12,41,2,4.18,clear sky,MX,2021-12-04 20:23:15
463,Olinda,-8.0089,-34.8553,83.93,74,75,9.22,broken clouds,BR,2021-12-04 20:24:13
464,Vysokogornyy,50.1167,139.15,-6.75,92,61,5.97,broken clouds,RU,2021-12-04 20:24:15
465,Ambilobe,-13.2,49.05,77.97,72,1,5.61,clear sky,MG,2021-12-04 20:24:15
466,Miraflores,19.2167,-98.8083,74.16,23,0,3.91,clear sky,MX,2021-12-04 20:24:16
467,Arman,59.7,150.1667,-5.67,96,99,6.29,overcast clouds,RU,2021-12-04 20:24:16
468,Sol-Iletsk,51.1631,54.9918,33.06,70,67,18.32,broken clouds,RU,2021-12-04 20:24:16
469,Asau,46.4333,26.4,32.95,77,100,3.71,overcast clouds,RO,2021-12-04 20:24:16
470,Hirado,33.3597,129.5531,43.36,60,90,7.38,overcast clouds,JP,2021-12-04 20:24:11
471,Bartica,6.4,-58.6167,79.12,70,96,4.54,overcast clouds,GY,2021-12-04 20:24:17
472,Gallup,35.5281,-108.7426,57.96,33,1,4.0,clear sky,US,2021-12-04 20:24:17
473,Cerrito,6.8432,-72.694,60.19,65,96,1.14,overcast clouds,CO,2021-12-04 20:24:17
474,Jeremoabo,-10.075,-38.4808,85.82,47,98,12.62,moderate rain,BR,2021-12-04 20:24:17
475,Fort Morgan,40.2503,-103.8,63.1,31,0,4.36,clear sky,US,2021-12-04 20:20:29
476,Berlevag,70.8578,29.0864,17.51,81,27,22.12,scattered clouds,NO,2021-12-04 20:24:18
477,Tazovskiy,67.4667,78.7,-30.28,99,50,5.28,scattered clouds,RU,2021-12-04 20:24:18
478,Beroroha,-21.6667,45.1667,81.45,55,1,4.18,clear sky,MG,2021-12-04 20:24:19
479,Vaitape,-16.5167,-151.75,81.23,69,16,16.44,few clouds,PF,2021-12-04 20:24:19
480,Plouzane,48.3833,-4.6167,48.07,76,75,19.57,light rain,FR,2021-12-04 20:24:19
481,Kieta,-6.2167,155.6333,79.97,81,100,3.29,overcast clouds,PG,2021-12-04 20:24:19
482,Mersing,2.4312,103.8405,78.71,83,100,6.91,overcast clouds,MY,2021-12-04 20:24:20
483,Dourbali,11.8091,15.8632,80.22,22,83,10.67,broken clouds,TD,2021-12-04 20:24:21
484,Pingzhuang,42.0372,119.2889,29.55,40,0,5.17,clear sky,CN,2021-12-04 20:24:21
485,Deputatskiy,69.3,139.9,-39.87,96,35,1.9,scattered clouds,RU,2021-12-04 20:24:21
486,Nuuk,64.1835,-51.7216,47.01,39,83,25.32,light rain,GL,2021-12-04 20:23:22
487,Simoes,-7.5989,-40.8178,80.02,63,100,1.1,overcast clouds,BR,2021-12-04 20:24:22
488,Cherskiy,68.75,161.3,-33.2,100,53,3.78,broken clouds,RU,2021-12-04 20:21:57
489,Sokoni,-6.4333,39.55,80.74,76,48,8.93,scattered clouds,TZ,2021-12-04 20:24:22
490,Whitehorse,60.7161,-135.0538,-10.89,68,20,3.0,few clouds,CA,2021-12-04 20:24:23
491,Digby,44.6169,-65.7655,29.59,54,19,9.28,few clouds,CA,2021-12-04 20:24:23
492,Kropotkin,45.4375,40.5756,46.94,57,99,6.82,overcast clouds,RU,2021-12-04 20:24:23
493,Banda Aceh,5.5577,95.3222,77.58,84,38,5.73,scattered clouds,ID,2021-12-04 20:24:23
494,Saru Dornei,47.2833,25.35,25.25,94,100,3.71,overcast clouds,RO,2021-12-04 20:24:24
495,Jedrzejow,50.6394,20.3045,35.19,62,95,4.0,overcast clouds,PL,2021-12-04 20:24:24
496,Tripoli,32.8752,13.1875,59.58,57,29,13.65,scattered clouds,LY,2021-12-04 20:21:29
497,Pisco,-13.7,-76.2167,73.45,68,0,18.41,clear sky,PE,2021-12-04 20:24:24
498,Te Anau,-45.4167,167.7167,57.13,94,92,3.91,overcast clouds,NZ,2021-12-04 20:24:25
499,Khromtau,50.2503,58.4347,21.49,90,20,9.22,few clouds,KZ,2021-12-04 20:24:25
500,Yekaterinoslavka,50.3734,129.1139,2.39,95,83,11.27,broken clouds,RU,2021-12-04 20:24:25
501,Patos,-7.0244,-37.28,88.0,41,97,12.37,overcast clouds,BR,2021-12-04 20:24:25
502,Kachiry,53.0675,76.1036,30.42,91,100,9.89,overcast clouds,KZ,2021-12-04 20:24:26
503,Northam,51.0333,-4.2167,45.39,73,60,26.6,broken clouds,GB,2021-12-04 20:24:26
504,Gulariya,28.2333,81.3333,64.06,79,0,3.44,clear sky,NP,2021-12-04 20:24:26
505,Pokhara,28.2333,83.9833,58.33,61,0,3.71,clear sky,NP,2021-12-04 20:24:26
506,Eirunepe,-6.6603,-69.8736,82.8,77,97,2.64,overcast clouds,BR,2021-12-04 20:24:27
507,Fare,-16.7,-151.0167,80.67,70,64,14.94,broken clouds,PF,2021-12-04 20:25:27
508,Isangel,-19.55,169.2667,77.11,94,75,0.0,broken clouds,VU,2021-12-04 20:25:27
509,Maragogi,-9.0122,-35.2225,80.15,78,38,8.79,light rain,BR,2021-12-04 20:25:28
510,Launceston,-41.45,147.1667,50.81,79,75,1.01,broken clouds,AU,2021-12-04 20:25:28
511,Tiznit,29.5833,-9.5,56.84,56,0,2.37,clear sky,MA,2021-12-04 20:25:28
512,Zima,53.9202,102.0442,24.31,85,100,6.02,overcast clouds,RU,2021-12-04 20:25:28
513,Waddan,29.1614,16.139,52.5,53,0,7.45,clear sky,LY,2021-12-04 20:25:29
514,Walvis Bay,-22.9575,14.5053,63.55,67,0,10.36,clear sky,NA,2021-12-04 20:23:01
515,Cap Malheureux,-19.9842,57.6142,78.48,72,38,5.01,scattered clouds,MU,2021-12-04 20:25:29
516,Tadepallegudem,16.8333,81.5,72.95,80,37,4.94,scattered clouds,IN,2021-12-04 20:25:29
517,Beboto,8.2668,16.939,81.23,29,96,4.18,overcast clouds,TD,2021-12-04 20:25:30
518,Toora-Khem,52.4675,96.11,14.07,98,98,2.08,overcast clouds,RU,2021-12-04 20:25:30
519,Am Timan,11.0297,20.2827,83.7,22,3,5.93,clear sky,TD,2021-12-04 20:25:30
520,Avon,41.4517,-82.0354,45.28,60,40,5.01,scattered clouds,US,2021-12-04 20:25:30
521,Biak,-0.9131,122.8766,76.84,85,93,2.77,overcast clouds,ID,2021-12-04 20:21:55
522,Nara,34.6851,135.8049,41.5,65,35,3.49,scattered clouds,JP,2021-12-04 20:25:31
