City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
101,Lulea,SE,2021-11-29 23:49:53,65.5842,22.1547,19.47,79,75,4.61
102,Akyab,MM,2021-11-29 23:48:59,20.15,92.9,69.98,76,56,5.7
103,Ukiah,US,2021-11-29 23:48:10,39.1502,-123.2078,75.58,54,4,2.68
104,El Tocuyo,VE,2021-11-29 23:49:54,9.7873,-69.7937,71.98,85,99,5.84
105,Abu Samrah,SY,2021-11-29 23:49:54,35.3029,37.1841,61.72,51,99,4.45
106,Adrar,MR,2021-11-29 23:49:54,20.5022,-10.0711,62.13,27,69,10.63
107,Rosetta,EG,2021-11-29 23:49:55,31.4044,30.4164,64.22,47,93,6.51
108,Leningradskiy,RU,2021-11-29 23:49:55,69.3833,178.4167,-21.91,95,70,8.72
109,Bosaso,SO,2021-11-29 23:49:55,11.2842,49.1816,74.79,73,7,4.56
110,Abu Zabad,SD,2021-11-29 23:49:56,12.35,29.25,78.03,33,76,9.98
111,Los Llanos De Aridane,ES,2021-11-29 23:49:56,28.6585,-17.9182,60.12,80,75,10.0
112,Novyy Karachay,RU,2021-11-29 23:49:56,43.8208,41.9032,53.11,66,90,8.7
113,Luderitz,NA,2021-11-29 23:49:57,-26.6481,15.1594,60.17,86,0,12.41
114,Chiang Rai,TH,2021-11-29 23:49:57,19.9167,99.9167,60.78,100,14,1.14
115,Severo-Kurilsk,RU,2021-11-29 23:49:57,50.6789,156.125,32.95,69,92,32.39
116,Quelimane,MZ,2021-11-29 23:48:14,-17.8786,36.8883,69.75,83,0,1.14
117,Mahibadhoo,MV,2021-11-29 23:49:58,3.7833,72.9667,82.29,78,89,16.13
118,Vila Franca Do Campo,PT,2021-11-29 23:49:58,37.7167,-25.4333,61.2,75,69,4.83
119,Shingu,JP,2021-11-29 23:49:59,33.7333,135.9833,58.19,82,92,2.73
120,Bayir,TR,2021-11-29 23:49:59,37.2687,28.2167,59.52,87,100,4.41
121,Lagoa,PT,2021-11-29 23:50:00,39.05,-27.9833,60.44,64,73,7.85
122,Sorland,NO,2021-11-29 23:50:00,67.667,12.6934,32.59,69,100,5.21
123,Kpandu,GH,2021-11-29 23:50:00,6.9954,0.2931,77.52,84,91,8.81
124,Shrewsbury,GB,2021-11-29 23:50:01,52.7101,-2.7521,49.98,91,83,14.99
125,Ponta Do Sol,PT,2021-11-29 23:50:01,32.6667,-17.1,63.72,69,53,4.09
126,Tuatapere,NZ,2021-11-29 23:50:02,-46.1333,167.6833,59.83,65,100,6.51
127,Tuktoyaktuk,CA,2021-11-29 23:50:02,69.4541,-133.0374,-14.8,70,75,19.57
128,Labuhan,ID,2021-11-29 23:50:02,-6.8844,112.2051,79.12,80,99,6.51
129,Sobolevo,RU,2021-11-29 23:50:03,54.4299,31.8996,40.51,99,100,7.45
130,Chuy,UY,2021-11-29 23:50:03,-33.6971,-53.4616,65.25,94,100,15.57
131,Guara,BR,2021-11-29 23:50:04,-20.4283,-47.8242,74.73,77,74,3.22
132,Mandera,KE,2021-11-29 23:50:04,3.9366,41.867,78.85,68,66,11.14
133,Avera,US,2021-11-29 23:47:16,33.194,-82.5271,47.71,44,12,4.0
134,Mayumba,GA,2021-11-29 23:50:04,-3.432,10.6554,76.59,89,100,5.77
135,Victor Harbor,AU,2021-11-29 23:51:05,-35.5667,138.6167,87.46,32,47,8.7
136,Mar Del Plata,AR,2021-11-29 23:47:15,-38.0023,-57.5575,60.82,92,75,11.99
137,Pevek,RU,2021-11-29 23:51:05,69.7008,170.3133,-6.92,100,95,3.78
138,Norman Wells,CA,2021-11-29 23:51:05,65.282,-126.8329,-25.56,68,20,4.61
139,Kavieng,PG,2021-11-29 23:51:06,-2.5744,150.7967,84.9,70,100,17.34
140,Yar-Sale,RU,2021-11-29 23:51:06,66.8333,70.8333,0.52,97,96,9.95
141,Sterling Heights,US,2021-11-29 23:51:06,42.5803,-83.0302,37.74,70,90,1.99
142,Fairbanks,US,2021-11-29 23:48:26,64.8378,-147.7164,-9.08,72,75,0.0
143,Cayenne,GF,2021-11-29 23:48:27,4.9333,-52.3333,80.1,85,75,1.01
144,Bose,IT,2021-11-29 23:51:07,45.4612,8.0137,38.08,43,0,6.53
145,Torbay,CA,2021-11-29 23:51:07,47.6666,-52.7314,44.28,92,40,10.36
146,Hilo,US,2021-11-29 23:49:04,19.7297,-155.09,77.25,69,1,3.44
147,Deputatskiy,RU,2021-11-29 23:51:07,69.3,139.9,-14.42,97,100,4.47
148,Oktyabrskiy,RU,2021-11-29 23:51:07,54.4815,53.471,30.69,78,98,14.52
149,Namalenga,TZ,2021-11-29 23:51:08,-10.95,39.1,69.76,95,15,3.51
150,Itoman,JP,2021-11-29 23:51:08,26.1247,127.6694,74.17,85,75,10.36
151,The Valley,AI,2021-11-29 23:51:08,18.217,-63.0578,82.26,83,40,9.22
152,Castro,BR,2021-11-29 23:51:09,-24.7911,-50.0119,66.9,89,33,6.15
153,Serik,TR,2021-11-29 23:51:09,36.9169,31.0989,69.67,83,98,20.15
154,Morro Bay,US,2021-11-29 23:51:09,35.3658,-120.8499,80.11,51,0,3.0
155,Aklavik,CA,2021-11-29 23:51:09,68.2191,-135.0107,-21.17,68,1,3.44
156,Teknaf,BD,2021-11-29 23:51:10,20.8624,92.3058,67.37,73,87,4.29
157,Ilulissat,GL,2021-11-29 23:51:10,69.2167,-51.1,26.62,89,100,6.4
158,Ola,RU,2021-11-29 23:51:10,59.5833,151.2833,0.14,93,100,8.28
159,Labytnangi,RU,2021-11-29 23:51:10,66.6572,66.4183,-3.08,98,99,2.3
160,North Bend,US,2021-11-29 23:51:11,43.4065,-124.2243,61.95,85,90,6.91
161,Sao Filipe,CV,2021-11-29 23:51:11,14.8961,-24.4956,75.54,68,91,14.0
162,Sitka,US,2021-11-29 23:51:11,57.0531,-135.33,39.09,65,90,23.02
163,Changji,CN,2021-11-29 23:51:11,44.0167,87.3167,12.99,92,3,0.0
164,Constitucion,CL,2021-11-29 23:51:12,-35.3333,-72.4167,55.22,85,3,15.37
165,Brae,GB,2021-11-29 23:51:12,60.3964,-1.353,37.31,57,90,24.54
166,Urumqi,CN,2021-11-29 23:51:12,43.801,87.6005,9.55,92,0,0.0
167,Ginir,ET,2021-11-29 23:51:13,7.1333,40.7,54.5,48,37,5.7
168,Ogembo,KE,2021-11-29 23:51:13,-0.7984,34.7253,59.38,96,99,3.56
169,Vanimo,PG,2021-11-29 23:51:13,-2.6741,141.3028,84.13,74,100,2.68
170,Garango,BF,2021-11-29 23:51:13,11.8,-0.5506,77.41,14,93,8.12
171,Portland,US,2021-11-29 23:50:36,45.5234,-122.6762,60.46,91,90,5.75
172,Ancud,CL,2021-11-29 23:51:14,-41.8697,-73.8203,60.42,78,25,1.81
173,Marang,MY,2021-11-29 23:51:14,5.2056,103.2059,75.11,88,93,4.76
174,Upernavik,GL,2021-11-29 23:51:14,72.7868,-56.1549,21.78,96,100,4.0
175,Balsas,BR,2021-11-29 23:51:15,-7.5325,-46.0356,75.52,87,98,6.02
176,Verkhnyaya Toyma,RU,2021-11-29 23:51:15,62.2349,44.9985,11.82,87,100,10.16
177,Namatanai,PG,2021-11-29 23:51:15,-3.6667,152.4333,85.53,64,100,12.53
178,Nanortalik,GL,2021-11-29 23:51:15,60.1432,-45.2371,33.78,98,100,13.4
179,Gamba,GA,2021-11-29 23:51:16,-2.65,10.0,76.57,91,98,6.8
180,Muros,ES,2021-11-29 23:51:16,42.7762,-9.0603,52.84,95,100,5.79
181,Mikuni,JP,2021-11-29 23:51:16,36.2171,136.1519,40.91,62,35,11.59
182,Port Blair,IN,2021-11-29 23:51:16,11.6667,92.75,75.24,94,40,2.3
183,Mount Gambier,AU,2021-11-29 23:51:54,-37.8333,140.7667,76.91,33,43,13.8
184,Gao,ML,2021-11-29 23:52:17,16.6362,1.637,76.19,15,100,10.38
185,Nikolayevsk-Na-Amure,RU,2021-11-29 23:52:17,53.1406,140.73,9.57,76,88,2.91
186,Novopokrovka,UA,2021-11-29 23:52:17,49.8425,36.5477,50.38,79,91,15.79
187,Kahului,US,2021-11-29 23:49:35,20.8947,-156.47,82.42,68,20,14.97
188,Tual,ID,2021-11-29 23:52:18,-5.6667,132.75,84.13,68,98,3.11
189,Grand Gaube,MU,2021-11-29 23:52:18,-20.0064,57.6608,74.37,72,3,4.0
190,Roebourne,AU,2021-11-29 23:52:18,-20.7833,117.1333,89.11,40,2,12.82
191,Karla,EE,2021-11-29 23:52:19,59.3723,24.9275,25.14,88,90,10.36
192,Manta,EC,2021-11-29 23:52:19,-0.95,-80.7333,76.78,78,75,12.06
193,Clarence Town,AU,2021-11-29 23:52:19,-32.5833,151.7833,73.81,68,100,1.97
194,Ruteng,ID,2021-11-29 23:52:20,-8.6136,120.4721,65.77,79,98,0.2
195,Hamilton,US,2021-11-29 23:51:34,39.1834,-84.5333,42.76,41,75,1.99
196,Parabel,RU,2021-11-29 23:52:20,58.6978,81.4825,18.59,77,100,11.74
197,Vila Velha,BR,2021-11-29 23:52:20,-20.3297,-40.2925,78.75,90,75,3.0
198,Keetmanshoop,NA,2021-11-29 23:52:21,-26.5833,18.1333,63.36,38,0,10.67
199,Basco,PH,2021-11-29 23:52:21,20.4487,121.9702,76.21,84,100,24.38
200,Port Elizabeth,ZA,2021-11-29 23:49:23,-33.918,25.5701,63.1,94,0,10.36
201,Beoumi,CI,2021-11-29 23:52:22,7.6736,-5.5764,80.38,76,31,5.3
202,Miraflores,MX,2021-11-29 23:52:22,19.2167,-98.8083,70.03,65,50,3.67
203,Pavlohrad,UA,2021-11-29 23:52:23,48.5167,35.8667,49.15,79,94,12.37
204,Stokmarknes,NO,2021-11-29 23:47:38,68.5646,14.9108,30.18,64,40,19.57
205,Tulun,RU,2021-11-29 23:52:23,54.5611,100.5792,21.4,94,100,6.26
206,Mahon,ES,2021-11-29 23:52:23,39.8885,4.2658,48.76,87,40,11.5
207,Pemangkat,ID,2021-11-29 23:52:24,1.1667,108.9667,77.97,83,97,6.6
208,Yerbogachen,RU,2021-11-29 23:52:24,61.2767,108.0108,-12.15,99,93,4.23
209,Terrace Bay,CA,2021-11-29 23:52:24,48.7834,-87.1,26.22,82,100,1.99
210,Turayf,SA,2021-11-29 23:52:24,31.6725,38.6637,50.25,76,0,6.91
211,Ambon,ID,2021-11-29 23:52:25,-3.6954,128.1814,80.74,89,40,4.61
212,Isangel,VU,2021-11-29 23:52:25,-19.55,169.2667,86.11,74,75,5.75
213,East London,ZA,2021-11-29 23:52:25,-33.0153,27.9116,66.99,86,53,1.99
214,Bemidji,US,2021-11-29 23:52:25,47.4736,-94.8803,34.09,84,1,6.91
215,Aykhal,RU,2021-11-29 23:52:26,66.0,111.5,-27.42,100,94,2.75
216,Bolivar,US,2021-11-29 23:52:26,37.6145,-93.4105,56.32,59,2,9.98
217,Japura,ID,2021-11-29 23:52:26,-0.3167,102.35,72.97,84,94,1.77
218,Cabo San Lucas,MX,2021-11-29 23:47:30,22.8909,-109.9124,83.52,59,100,3.0
219,Chengde,CN,2021-11-29 23:52:27,40.9725,117.9361,28.17,44,29,12.21
220,Tambun,ID,2021-11-29 23:52:27,-6.2641,107.0712,80.64,78,40,0.0
221,Korla,CN,2021-11-29 23:52:27,41.7597,86.1469,20.7,77,28,5.08
222,Namibe,AO,2021-11-29 23:52:28,-15.1961,12.1522,71.98,66,12,5.32
223,Hope,US,2021-11-29 23:52:28,33.6671,-93.5916,64.45,65,0,5.77
224,Richards Bay,ZA,2021-11-29 23:52:28,-28.783,32.0377,72.28,85,55,7.07
225,Tarauaca,BR,2021-11-29 23:52:28,-8.1614,-70.7656,78.66,78,69,3.06
226,Stolbishche,RU,2021-11-29 23:52:29,55.6468,49.216,34.25,93,90,15.99
227,Krishnarajasagara,IN,2021-11-29 23:52:29,12.4089,76.5797,65.84,96,65,9.98
228,Ulaanbaatar,MN,2021-11-29 23:52:29,47.9077,106.8832,-14.67,76,39,0.0
229,Golfito,CR,2021-11-29 23:53:30,8.639,-83.166,74.57,95,100,2.53
230,Mantua,IT,2021-11-29 23:53:30,45.1667,10.7833,37.74,77,47,7.0
231,Bambanglipuro,ID,2021-11-29 23:53:30,-7.95,110.2833,78.33,77,45,1.72
232,Pemberton,CA,2021-11-29 23:50:17,50.3164,-122.8027,47.89,100,100,5.84
233,Port Hedland,AU,2021-11-29 23:53:30,-20.3167,118.5667,87.85,58,0,10.36
234,Nelson Bay,AU,2021-11-29 23:53:31,-32.7167,152.15,73.96,85,100,1.99
235,Mahebourg,MU,2021-11-29 23:53:31,-20.4081,57.7,74.25,83,40,3.44
236,Ribeira Grande,PT,2021-11-29 23:53:31,38.5167,-28.7,62.04,61,12,6.76
237,Kosovska Mitrovica,XK,2021-11-29 23:53:32,42.8833,20.8667,34.21,89,100,10.33
238,Kannad,IN,2021-11-29 23:53:32,20.2667,75.1333,64.08,52,33,3.98
239,Necochea,AR,2021-11-29 23:53:32,-38.5473,-58.7368,58.03,78,9,11.7
240,Dalvik,IS,2021-11-29 23:53:32,65.9702,-18.5286,22.93,88,100,6.73
241,Payo,ID,2021-11-29 23:53:33,-3.7508,103.6372,75.4,80,75,1.54
242,Edenderry,IE,2021-11-29 23:53:33,53.3453,-7.0497,48.96,94,99,13.82
243,Rocky Mountain House,CA,2021-11-29 23:53:33,52.3668,-114.9188,46.15,56,20,4.61
244,Bonavista,CA,2021-11-29 23:53:33,48.6499,-53.1147,44.11,84,87,15.14
245,Manaus,BR,2021-11-29 23:53:34,-3.1019,-60.025,81.09,78,0,8.05
246,Trinidad,BO,2021-11-29 23:49:21,-14.8333,-64.9,75.18,94,90,0.0
247,Nioro,GM,2021-11-29 23:53:34,13.35,-15.75,78.64,24,94,9.13
248,Chapais,CA,2021-11-29 23:53:34,49.7834,-74.8492,17.38,98,99,2.64
249,Saint-Louis,SN,2021-11-29 23:53:35,16.3333,-15.0,73.04,24,78,10.2
250,Tianjin,CN,2021-11-29 23:53:35,39.1422,117.1767,35.98,38,0,24.61
251,Kashi,CN,2021-11-29 23:53:35,39.4547,75.9797,25.81,54,0,8.95
252,Jamame,SO,2021-11-29 23:53:36,0.0722,42.7506,76.73,85,89,5.57
253,Nabire,ID,2021-11-29 23:53:36,-3.3667,135.4833,82.27,73,100,2.37
254,Asosa,ET,2021-11-29 23:53:36,10.0667,34.5333,66.52,44,72,3.06
255,Rocha,UY,2021-11-29 23:53:36,-34.4833,-54.3333,63.46,94,100,21.79
256,Verkhnevilyuysk,RU,2021-11-29 23:53:37,63.4453,120.3167,-10.66,98,100,2.82
257,Zhezkazgan,KZ,2021-11-29 23:53:37,47.8043,67.7144,21.2,88,100,2.86
258,Lebu,CL,2021-11-29 23:53:37,-37.6167,-73.65,54.23,84,96,17.65
259,Kutum,SD,2021-11-29 23:53:37,14.2,24.6667,68.76,43,55,8.14
260,Beloha,MG,2021-11-29 23:53:38,-25.1667,45.05,66.24,93,2,9.15
261,Careiro Da Varzea,BR,2021-11-29 23:53:38,-3.2003,-59.8119,81.21,85,100,2.26
262,Jardim,BR,2021-11-29 23:53:38,-21.4803,-56.1381,69.94,98,97,2.55
263,At-Bashi,KG,2021-11-29 23:53:39,41.1702,75.8106,11.7,68,2,2.48
264,Churapcha,RU,2021-11-29 23:53:39,62.0025,132.4325,-14.39,100,100,0.78
265,San Quintin,MX,2021-11-29 23:53:39,30.4833,-115.95,66.27,65,0,9.55
266,Berlevag,NO,2021-11-29 23:53:40,70.8578,29.0864,19.9,87,87,28.57
267,Bathsheba,BB,2021-11-29 23:53:40,13.2167,-59.5167,81.21,74,20,14.97
268,Wanxian,CN,2021-11-29 23:53:40,30.8039,108.3897,48.38,84,59,2.86
269,Palmeira,BR,2021-11-29 23:53:40,-25.4294,-50.0064,67.23,77,75,6.76
270,Berasia,IN,2021-11-29 23:53:41,23.6333,77.4333,58.15,50,69,4.47
271,Narrabri,AU,2021-11-29 23:53:41,-30.3167,149.7833,73.53,78,40,8.05
272,Debar,MK,2021-11-29 23:53:41,41.525,20.5275,40.42,100,100,3.71
273,Grindavik,IS,2021-11-29 23:53:41,63.8424,-22.4338,34.27,93,90,16.11
274,Kaohsiung,TW,2021-11-29 23:49:06,22.6163,120.3133,73.35,87,75,5.01
275,Dunda,TZ,2021-11-29 23:53:42,-8.1167,34.25,65.21,86,54,1.01
276,Jalu,LY,2021-11-29 23:54:42,29.0331,21.5482,59.63,54,79,10.42
277,Santiago Del Estero,AR,2021-11-29 23:54:42,-27.7951,-64.2615,75.81,32,0,9.51
278,Maniitsoq,GL,2021-11-29 23:54:43,65.4167,-52.9,34.32,83,100,19.24
279,Naryan-Mar,RU,2021-11-29 23:54:43,67.6713,53.087,0.1,100,88,3.44
280,Liepaja,LV,2021-11-29 23:54:43,56.5419,21.0367,33.78,80,90,11.5
281,Port Macquarie,AU,2021-11-29 23:52:31,-31.4333,152.9167,71.56,75,98,8.52
282,Mitsamiouli,KM,2021-11-29 23:54:44,-11.3847,43.2844,80.26,77,5,6.98
283,Geraldton,AU,2021-11-29 23:54:44,-28.7667,114.6,70.21,60,75,13.8
284,Riyadh,SA,2021-11-29 23:51:58,24.6877,46.7219,59.14,30,0,7.58
285,Cotonou,BJ,2021-11-29 23:50:14,6.3654,2.4183,82.38,78,20,8.05
286,Moron,AR,2021-11-29 23:54:44,-34.6534,-58.6198,73.15,60,9,1.99
287,Eyl,SO,2021-11-29 23:54:44,7.9803,49.8164,74.61,76,41,16.28
288,Talnakh,RU,2021-11-29 23:49:50,69.4865,88.3972,-11.79,94,100,4.74
289,Birjand,IR,2021-11-29 23:54:45,32.8663,59.2211,43.27,56,0,4.61
290,Bhandara,IN,2021-11-29 23:54:45,21.1667,79.65,63.19,51,100,6.22
291,Maumere,ID,2021-11-29 23:54:45,-8.6199,122.2111,82.08,74,100,1.97
292,Susanville,US,2021-11-29 23:54:46,40.4163,-120.653,53.1,35,4,2.62
293,Halifax,CA,2021-11-29 23:53:54,44.6453,-63.5724,46.47,97,100,3.0
294,Menongue,AO,2021-11-29 23:54:46,-14.6585,17.691,62.6,96,100,3.53
